date,y,clim,p_vix,p_vix_driftless,p_vix_bgk,p_m1,p_m2,p_m3,p_m3_pk,p_m3_har96,p_v0ref,har_fc_20,refit_year,block24,block18
2015-02-06,0,0.179973699,0.2998616967,0.2923160157,0.2435575133,0.1348296332,0.144319054,0.1449679536,0.1440521976,0.1550945529,,0.149393201,2015,7,9
2015-02-09,0,0.179973699,0.3347515131,0.3263332334,0.2740193148,0.1566451978,0.1462406343,0.1492532351,0.1455262931,0.1593648561,,0.1360049769,2015,7,9
2015-02-10,0,0.179973699,0.2981412748,0.2906386601,0.2420633041,0.133790447,0.1461159239,0.144792269,0.137631677,0.154477573,,0.1457352155,2015,7,9
2015-02-11,0,0.179973699,0.2903340298,0.2830268925,0.23529212,0.1291167032,0.1254229476,0.1283638395,0.1270974091,0.1393434297,,0.1342012846,2015,7,9
2015-02-12,0,0.179973699,0.2413391044,0.235260193,0.1931680692,0.101311049,0.1153002536,0.1163583259,0.1105211227,0.1275511821,,0.1413193885,2015,7,9
2015-02-13,0,0.179973699,0.2207460891,0.2151841148,0.1756635263,0.09037861976,0.08519132929,0.09080689469,0.09157267223,0.1029819195,,0.1212576773,2015,7,9
2015-02-17,0,0.179973699,0.2556094109,0.2491725127,0.2053695936,0.1091443115,0.1001543046,0.1037918793,0.1041670194,0.1152891026,,0.1202330603,2015,7,9
2015-02-18,0,0.179973699,0.2447756676,0.2386105281,0.1961011865,0.1031779633,0.08790307692,0.0936440594,0.09332703561,0.1056262231,,0.1085904503,2015,7,9
2015-02-19,0,0.179973699,0.2397721802,0.2337325887,0.1918318123,0.1004638886,0.09288180276,0.0978235127,0.094334336,0.1097522891,,0.1119519691,2015,7,9
2015-02-20,0,0.179973699,0.2081796934,0.202933354,0.1650440716,0.08391837893,0.08868271159,0.09230313045,0.09370284279,0.1041617112,,0.1158008957,2015,7,9
2015-02-23,0,0.179973699,0.2165733001,0.21111612,0.1721318858,0.08821588948,0.07378757973,0.08046895656,0.08121355222,0.09263477229,,0.102906375,2015,7,9
2015-02-24,0,0.179973699,0.1882736556,0.1835275779,0.1483236786,0.07400514559,0.0693193377,0.07551190546,0.07722288333,0.08767148706,,0.1046456642,2015,7,9
2015-02-25,0,0.179973699,0.193192388,0.1883226664,0.1524433359,0.0764185394,0.06948755341,0.07603167198,0.07671075123,0.08825312296,,0.1036021145,2015,7,9
2015-02-26,0,0.179973699,0.1954829953,0.1905557007,0.1543645255,0.07755049339,0.06964881779,0.07652597677,0.07795941903,0.08883563011,,0.1019141935,2015,7,9
2015-02-27,0,0.179973699,0.1767515155,0.1722951496,0.1387050523,0.06844364603,0.05568983943,0.06454084216,0.06797761111,0.07702537933,,0.08798513622,2015,7,9
2015-03-02,0,0.179973699,0.166841404,0.1626343004,0.130468782,0.06376244117,0.05217559681,0.06034474066,0.06695160201,0.07247067445,,0.08619224548,2015,7,9
2015-03-03,0,0.179973699,0.1938471742,0.1889609945,0.1529923471,0.07674159266,0.07573632204,0.08210275366,0.08144324991,0.09452985515,,0.1003966402,2015,7,9
2015-03-04,0,0.179973699,0.2059096466,0.2007203393,0.1631309268,0.08276817328,0.07791636848,0.08517908183,0.08295263943,0.09781310028,,0.09958772926,2015,7,9
2015-03-05,0,0.179973699,0.1997280761,0.1946940954,0.1579294681,0.07966188831,0.06696298598,0.07555295786,0.07495723424,0.08825755038,,0.09078752061,2015,7,9
2015-03-06,0,0.179973699,0.2369442104,0.2309755891,0.1894219316,0.09894137259,0.1002749702,0.1077056181,0.1072569905,0.1204970471,,0.1088858308,2015,7,9
2015-03-09,0,0.179973699,0.2325263651,0.2266686282,0.185661849,0.09657939807,0.08247694234,0.0918333448,0.09370699826,0.1049105543,,0.09887339708,2015,7,9
2015-03-10,0,0.179973699,0.2824207807,0.2753118451,0.2284450659,0.124449169,0.1182549421,0.1272854656,0.1206811054,0.139926224,,0.1113860243,2015,7,9
2015-03-11,0,0.179973699,0.2877080324,0.2804666603,0.2330181333,0.1275600598,0.0965683036,0.1097651544,0.1141898055,0.1234700563,,0.09742835683,2015,7,9
2015-03-12,0,0.179973699,0.2438398909,0.2376982301,0.1953021656,0.1026683844,0.09267051021,0.102323472,0.1060384192,0.1155447217,,0.1034615102,2015,7,9
2015-03-13,0,0.179973699,0.2617287511,0.2551384038,0.210619158,0.1125691942,0.1173169263,0.1249721972,0.1239648257,0.1375625383,,0.1157288044,2015,7,9
2015-03-16,0,0.179973699,0.2497475663,0.2434576951,0.2003506316,0.1059007663,0.1106923839,0.1159315088,0.1161513929,0.1280500835,,0.1182165933,2015,7,9
2015-03-17,0,0.179973699,0.2512946595,0.2449659808,0.2016743366,0.1067533029,0.1025786014,0.1101703549,0.1070966101,0.122832695,,0.1116867821,2015,7,9
2015-03-18,0,0.179973699,0.1974437481,0.1924671746,0.1560104093,0.07852352377,0.1028433441,0.1058223387,0.1057068295,0.1180118793,,0.1336184749,2015,7,9
2015-03-19,0,0.179973699,0.2007059736,0.1956474187,0.1587515084,0.08015077906,0.08623395502,0.09350258492,0.09253942358,0.106472972,,0.121340616,2015,7,9
2015-03-20,0,0.179973699,0.1661801012,0.1619896335,0.1299204142,0.06345340754,0.07715064819,0.08314500993,0.07761882368,0.09590115763,,0.1232377693,2015,7,9
2015-03-23,0,0.179973699,0.1790601506,0.1745457281,0.1406286742,0.06954770562,0.06907698398,0.07717882881,0.07819265534,0.09007833467,,0.1105074284,2015,7,9
2015-03-24,0,0.179973699,0.1859738566,0.1812855963,0.1464002415,0.07288481669,0.07533318379,0.08382748151,0.08612066705,0.09702464718,,0.1122651842,2015,7,9
2015-03-25,0,0.179973699,0.2444638652,0.2383065487,0.1958349238,0.1030080693,0.100609025,0.1103095251,0.1215604107,0.1236319223,,0.110416227,2015,7,9
2015-03-26,0,0.179973699,0.2556094109,0.2491725127,0.2053695936,0.1091443115,0.1109680176,0.1199904073,0.1206703416,0.1330257819,,0.1174634429,2015,7,9
2015-03-27,0,0.179973699,0.2328426705,0.226976994,0.1859308719,0.0967478425,0.08118342185,0.09340744333,0.1005515476,0.1073346986,,0.102258543,2015,7,9
2015-03-30,0,0.179973699,0.214963996,0.2095472356,0.1707712638,0.08738647225,0.09240121797,0.099993037,0.09787523146,0.1130081206,,0.1161128627,2015,7,9
2015-03-31,0,0.179973699,0.2397721802,0.2337325887,0.1918318123,0.1004638886,0.1031589223,0.1118425853,0.110084444,0.1249725881,,0.1190503022,2015,7,9
2015-04-01,0,0.179973699,0.2341067545,0.228209349,0.1870062869,0.09742203912,0.09759751601,0.1078694244,0.1070847034,0.1214685709,,0.1165583407,2015,7,9
2015-04-02,0,0.179973699,0.2201052152,0.2145593346,0.1751207806,0.0900453192,0.08515972697,0.09606158993,0.09736113036,0.1098358084,,0.1087882332,2015,7,9
2015-04-06,0,0.179973699,0.2223464961,0.2167443336,0.1770194243,0.09121275711,0.1041105904,0.1106671312,0.1107529644,0.1234778662,,0.1255126113,2015,7,9
2015-04-07,0,0.179973699,0.2236249701,0.2179907053,0.1781031254,0.0918809625,0.08956014162,0.09925737223,0.10133978,0.1127116405,,0.1146838259,2015,7,9
2015-04-08,0,0.179973699,0.1977702963,0.192785516,0.156284639,0.07868594073,0.07886018701,0.08865069262,0.08985078364,0.1022205875,,0.1113948768,2015,7,9
2015-04-09,0,0.179973699,0.1684944229,0.1642457367,0.1318401894,0.06453673986,0.07152300079,0.08060139839,0.08202510765,0.09408344073,,0.1139067206,2015,7,9
2015-04-10,0,0.179973699,0.1516310871,0.1478067034,0.1178965967,0.05675974523,0.05635816765,0.06589502245,0.06865093961,0.07898815843,,0.1044058811,2015,7,9
2015-04-13,0,0.179973699,0.1964636823,0.19151174,0.1551875728,0.0780366916,0.07389495879,0.08353345136,0.08654549837,0.09690487195,,0.1021561418,2015,7,9
2015-04-14,0,0.179973699,0.1876168393,0.1828872736,0.1477741705,0.0736846587,0.07206602408,0.08140011653,0.08327648385,0.09472115289,,0.1032396663,2015,7,9
2015-04-15,0,0.179973699,0.1602270651,0.1561863692,0.1249911501,0.06069025151,0.05946948287,0.06883565858,0.06809420674,0.08193331442,,0.09877272528,2015,7,9
2015-04-16,0,0.179973699,0.1522919161,0.1484509011,0.1184410123,0.05705942494,0.05530866629,0.06498385648,0.06482504961,0.0780550643,,0.09514925703,2015,7,9
2015-04-17,0,0.179973699,0.1948288657,0.1899180117,0.1538157166,0.07722671723,0.08771912262,0.09670249894,0.09059006036,0.1103159252,,0.1148809427,2015,7,9
2015-04-20,0,0.179973699,0.175431533,0.1710083632,0.1376060311,0.06781469421,0.07299448987,0.08182386121,0.07436733977,0.0951855644,,0.1084185319,2015,7,9
2015-04-21,0,0.179973699,0.1737808549,0.1693991999,0.1362325236,0.06703052627,0.07136940979,0.0806761998,0.0764141122,0.09415149674,,0.1081558985,2015,7,9
2015-04-22,0,0.179973699,0.1559279338,0.1519954159,0.1214394646,0.05871572003,0.06719350844,0.0757089439,0.07221307976,0.08898215355,,0.1110410323,2015,7,9
2015-04-23,0,0.179973699,0.1483285741,0.1445873104,0.115178375,0.05526827563,0.06416851713,0.07251504744,0.06978762048,0.0856819414,,0.1122219981,2015,7,9
2015-04-24,0,0.179973699,0.1420639231,0.1384803547,0.1100337688,0.05246735704,0.05305153625,0.06223507561,0.05882963127,0.07511388507,,0.1002133227,2015,7,9
2015-04-27,0,0.179973699,0.1694860412,0.1652124114,0.1326633416,0.06500248139,0.06700309787,0.07618836456,0.07659666314,0.08948736706,,0.1031216864,2015,7,9
2015-04-28,0,0.179973699,0.1460187778,0.1423356536,0.1132797468,0.0542312575,0.06203339217,0.07065500805,0.06927583868,0.08383244909,,0.1062834299,2015,7,9
2015-04-29,0,0.179973699,0.1784007237,0.1739028838,0.1400790335,0.06923182402,0.07628583269,0.08485856867,0.07922895267,0.09822481675,,0.1096374825,2015,7,9
2015-04-30,0,0.179973699,0.2162516307,0.2108025295,0.1718598601,0.08804989698,0.09537967712,0.1044826007,0.1028651007,0.1179734709,,0.1153007255,2015,7,9
2015-05-01,0,0.179973699,0.1555973022,0.1516731045,0.1211666021,0.05856459158,0.06497009955,0.07434747829,0.07152959381,0.08781032655,,0.110155124,2015,7,9
2015-05-04,0,0.179973699,0.1605578092,0.1565087915,0.1252646749,0.06084288474,0.06141248682,0.07099250879,0.06741355859,0.08426948079,,0.1045816184,2015,7,9
2015-05-05,0,0.179973699,0.2085036456,0.2032491676,0.1653172225,0.08408293872,0.0871787035,0.09712900882,0.1002134283,0.1108213563,,0.1114334819,2015,7,9
2015-05-06,0,0.179973699,0.2353690044,0.2294399175,0.188080605,0.09809689551,0.1077101486,0.1163508029,0.116044609,0.1295690885,,0.1199976538,2015,7,9
2015-05-07,0,0.179973699,0.2347381098,0.2288248576,0.1875435843,0.09775938572,0.09335168608,0.1034517599,0.1062855705,0.1169361457,,0.1097962086,2015,7,9
2015-05-08,0,0.179973699,0.1608885553,0.1568312157,0.1255382416,0.06099562281,0.07848995454,0.08575750068,0.07050461688,0.09905751322,,0.1233315496,2015,7,9
2015-05-11,0,0.179973699,0.1935198133,0.1886418618,0.152717851,0.07658002953,0.074070179,0.0840533764,0.0855030696,0.09758276945,,0.1100083574,2015,7,9
2015-05-12,0,0.179973699,0.1938471742,0.1889609945,0.1529923471,0.07674159266,0.08938308469,0.09780908716,0.09016352228,0.1113114549,,0.1226866549,2015,7,9
2015-05-13,0,0.179973699,0.1905707339,0.1857669113,0.1502465925,0.07512928131,0.07811666606,0.08812752002,0.08260248601,0.1018449127,,0.1125156377,2015,7,9
2015-05-14,0,0.179973699,0.1569199061,0.1529624262,0.1222583619,0.05916976271,0.07027584449,0.07841663521,0.06797488412,0.0916999397,,0.1172039041,2015,7,9
2015-05-15,0,0.179973699,0.1450294531,0.1413712322,0.1124671711,0.05378862586,0.05104303226,0.06092495076,0.05816974657,0.07389598199,,0.09906201534,2015,7,9
2015-05-18,0,0.179973699,0.1565892366,0.1526400776,0.1219853453,0.05901830595,0.05721179827,0.06645748211,0.06570464981,0.07942852433,,0.1011563047,2015,7,9
2015-05-19,0,0.179973699,0.1605578092,0.1565087915,0.1252646749,0.06084288474,0.05340328932,0.06325499392,0.06213765838,0.07616738933,,0.09152724584,2015,7,9
2015-05-20,0,0.179973699,0.1615500498,0.1574760668,0.1260854973,0.06130141209,0.05724942946,0.06691770446,0.06548597161,0.07998037581,,0.09314766818,2015,7,9
2015-05-21,0,0.179973699,0.1361462639,0.1327116822,0.105188513,0.04985556783,0.04472156017,0.05440134941,0.05615444642,0.06695074128,,0.08463330217,2015,7,9
2015-05-22,0,0.179973699,0.1368027642,0.1333516528,0.105725339,0.05014369041,0.04334454611,0.05347186739,0.05138531872,0.06609017482,,0.0829241397,2015,7,9
2015-05-26,0,0.179973699,0.2003800826,0.1953297171,0.1584775239,0.0799877483,0.08085876204,0.09082962305,0.09195345226,0.1044801265,,0.1019931068,2015,7,9
2015-05-27,0,0.179973699,0.1744412147,0.1700429514,0.1367818864,0.06734392162,0.07091404114,0.07972859259,0.08046010503,0.09301121837,,0.104646644,2015,7,9
2015-05-28,0,0.179973699,0.1757615773,0.1713301072,0.1378807703,0.06797179834,0.0624038449,0.07257181072,0.07213268066,0.08590504572,,0.09728753226,2015,7,9
2015-05-29,0,0.179973699,0.193192388,0.1883226664,0.1524433359,0.0764185394,0.06912896617,0.08018979701,0.08492312171,0.09389716186,,0.09789196774,2015,7,9
2015-06-01,0,0.179973699,0.1974437481,0.1924671746,0.1560104093,0.07852352377,0.08077466017,0.09017029731,0.08775639286,0.1036794234,,0.1069182719,2015,7,9
2015-06-02,0,0.179973699,0.2062341911,0.2010367298,0.1634043468,0.08293230301,0.08285654067,0.09251971561,0.09085878847,0.1060487772,,0.1046448492,2015,7,9
2015-06-03,0,0.179973699,0.1872883492,0.1825670417,0.1474994018,0.07352453253,0.07160312223,0.08175363593,0.07840876922,0.09533076349,,0.1005717044,2015,7,9
2015-06-04,0,0.179973699,0.2213865581,0.2158085005,0.1762060526,0.09071212378,0.09236105715,0.1025136659,0.09935950378,0.1161849657,,0.1096794661,2015,7,9
2015-06-05,0,0.179973699,0.2052603094,0.2000873167,0.1625839769,0.08244010158,0.0808169537,0.09244019774,0.09009602264,0.1065404047,,0.1063762151,2015,7,9
2015-06-08,0,0.179973699,0.2397721802,0.2337325887,0.1918318123,0.1004638886,0.08164721522,0.09554783663,0.1008828265,0.109917758,,0.09639193997,2015,7,9
2015-06-09,0,0.179973699,0.2136748489,0.2082904687,0.1696818967,0.08672393196,0.0776342806,0.09123042901,0.09085710862,0.1057644372,,0.09743562086,2015,7,9
2015-06-10,0,0.179973699,0.1727901073,0.1684333709,0.1354085925,0.06656111931,0.06991970808,0.08089409301,0.08002092789,0.09488356712,,0.1016231135,2015,7,9
2015-06-11,0,0.179973699,0.1605578092,0.1565087915,0.1252646749,0.06084288474,0.05602015782,0.06749861257,0.06537947951,0.08117407494,,0.09144929931,2015,7,9
2015-06-12,0,0.179973699,0.1912265152,0.186406208,0.150795875,0.07545114794,0.07652151007,0.08830102609,0.08452089718,0.1025282543,,0.1003861321,2015,7,9
2015-06-15,0,0.179973699,0.2429030097,0.2367848563,0.1945024506,0.1021591178,0.1013828577,0.1125599219,0.1032182591,0.1263244852,,0.1084281082,2015,7,9
2015-06-16,0,0.179973699,0.2245827311,0.218924418,0.1789152933,0.09238262898,0.07988360194,0.09226635658,0.09585800422,0.1063216697,,0.09849017148,2015,7,9
2015-06-17,0,0.179973699,0.2146418501,0.2092331811,0.1704989934,0.08722075363,0.08640571951,0.09739612537,0.09445008701,0.1112997758,,0.1053347769,2015,7,9
2015-06-18,0,0.179973699,0.1717991271,0.1674673157,0.1345848121,0.06609254343,0.07762971765,0.08643857149,0.08328130216,0.1000295215,,0.1141929611,2015,7,9
2015-06-19,0,0.179973699,0.1971171294,0.1921487644,0.1557361547,0.07836117641,0.0721091598,0.08339339178,0.08379667938,0.09723253958,,0.102020056,2015,7,9
2015-06-22,0,0.179973699,0.1569199061,0.1529624262,0.1222583619,0.05916976271,0.06439538426,0.07448691891,0.06634913034,0.08815144477,,0.1052112674,2015,7,9
2015-06-23,0,0.179973699,0.1361462639,0.1327116822,0.105188513,0.04985556783,0.04896053366,0.05975534595,0.05792439609,0.07306241388,,0.09741120684,2015,7,9
2015-06-24,0,0.179973699,0.1741110491,0.1697210896,0.1365071979,0.06718717843,0.06545818822,0.07725149418,0.07844682013,0.09131764437,,0.09986124703,2015,7,9
2015-06-25,0,0.179973699,0.1987495126,0.1937401235,0.1571071741,0.07917360637,0.06896936112,0.08180619865,0.08318716861,0.09603588546,,0.09203554506,2015,7,9
2015-06-26,0,0.179973699,0.1990757736,0.1940581854,0.1573812995,0.07933629891,0.07159748071,0.08430240365,0.08312822416,0.09857079139,,0.09429620074,2015,7,9
2015-06-29,0,0.179973699,0.3427086809,0.3340916122,0.2810082749,0.1618236432,0.1667635307,0.1752921011,0.1732392946,0.1859500108,,0.1309706007,2015,7,9
2015-06-30,0,0.179973699,0.3261155703,0.3179131331,0.2664514721,0.1511116946,0.1532024617,0.1631103373,0.1518155533,0.1747347777,,0.1330870512,2015,7,9
2015-07-01,0,0.179973699,0.264465006,0.2578060563,0.2129698074,0.1141135644,0.1303447675,0.1397755559,0.1202919189,0.1526935451,,0.1380602016,2015,7,9
2015-07-02,0,0.179973699,0.2853639078,0.2781812482,0.2309897461,0.1261770029,0.1212804901,0.1334487621,0.1282164218,0.1468267634,,0.1281070083,2015,7,9
2015-07-06,0,0.179973699,0.2917878872,0.2844443431,0.2365518567,0.1299818432,0.1437058232,0.1532614144,0.1389620963,0.1655698262,,0.1418658044,2015,7,9
2015-07-07,0,0.179973699,0.264465006,0.2578060563,0.2129698074,0.1141135644,0.1402829504,0.1477042881,0.1379473199,0.1600125503,,0.1472058366,2015,7,9
2015-07-08,0,0.179973699,0.3635257692,0.354389063,0.2993636013,0.1757419154,0.1750161571,0.1854913813,0.1762181661,0.195932811,,0.1436671312,2015,7,9
2015-07-09,0,0.179973699,0.3712381842,0.3619091238,0.3061897668,0.1810377134,0.1932842569,0.200011764,0.1814597077,0.2088322478,,0.1549778078,2015,7,9
2015-07-10,0,0.179973699,0.2865370971,0.2793250522,0.2320047363,0.1268684317,0.1655619704,0.1701167568,0.1479917789,0.1808927112,,0.168728429,2015,7,9
2015-07-13,0,0.179973699,0.195155964,0.1902368888,0.1540901318,0.07738856952,0.1031035135,0.1126146749,0.09073859676,0.1266691545,,0.1552169307,2015,7,9
2015-07-14,0,0.179973699,0.1777411477,0.1732598944,0.139529418,0.06891628995,0.07999173937,0.09137007623,0.08516735469,0.1057745049,,0.1387056262,2015,7,9
2015-07-15,0,0.179973699,0.1731203833,0.1687553399,0.1356832203,0.06671749639,0.07839388153,0.08995536712,0.08090373334,0.1044412142,,0.1365132651,2015,7,9
2015-07-16,0,0.179973699,0.1361462639,0.1327116822,0.105188513,0.04985556783,0.0670215651,0.07720699912,0.05938203736,0.0913630122,,0.1354014896,2015,7,9
2015-07-17,0,0.179973699,0.1309051349,0.1276025281,0.1009092034,0.04756991533,0.0471892414,0.05880559648,0.05400685952,0.07239398251,,0.1051530483,2015,7,9
2015-07-20,0,0.179973699,0.140747222,0.1371968015,0.1089544568,0.05188336963,0.05169060844,0.06336449127,0.05914264425,0.07713194509,,0.1021428621,2015,7,9
2015-07-21,0,0.179973699,0.1397602816,0.1362347082,0.1081459097,0.05144671032,0.05337760692,0.06553879421,0.06178493378,0.07961222019,,0.1038693113,2015,7,9
2015-07-22,0,0.179973699,0.1364744793,0.1330316336,0.1054568755,0.04999956313,0.05415017231,0.06646557524,0.05682493977,0.08069294882,,0.1062715828,2015,7,9
2015-07-23,0,0.179973699,0.1536138434,0.1497395601,0.1195305645,0.05766014669,0.05990161277,0.07333528756,0.07297756264,0.08803270292,,0.1043985758,2015,7,9
2015-07-24,0,0.179973699,0.1899147148,0.185127383,0.1496972526,0.07480771715,0.07918913595,0.09423720021,0.09771925711,0.1096183272,,0.1134715631,2015,7,9
2015-07-27,1,0.179973699,0.2494377659,0.243155666,0.2000856444,0.1057303509,0.1044085551,0.1201530712,0.1120029284,0.1351142498,,0.1186690738,2015,7,9
2015-07-28,1,0.179973699,0.1800490001,0.1755097117,0.1414531719,0.07002217414,0.08777776284,0.1003055437,0.09472262002,0.1152378597,,0.130912376,2015,7,9
2015-07-29,1,0.179973699,0.1489888349,0.1452309527,0.1157214839,0.05556563586,0.06359172505,0.07630011879,0.0762321206,0.09097660975,,0.120754371,2015,7,9
2015-07-30,1,0.179973699,0.1368027642,0.1333516528,0.105725339,0.05014369041,0.06183907114,0.07425327042,0.06941722102,0.08893321656,,0.1217825271,2015,7,9
2015-07-31,1,0.179973699,0.1364744793,0.1330316336,0.1054568755,0.04999956313,0.05714692559,0.07016399311,0.06594234042,0.08482823987,,0.1151162488,2015,7,9
2015-08-03,1,0.179973699,0.1509703573,0.1471626026,0.1173524297,0.05646052353,0.06607474307,0.07955991397,0.07644771084,0.09459291889,,0.1170735947,2015,7,9
2015-08-04,1,0.179973699,0.1655187528,0.1613449226,0.129372166,0.06314476989,0.06543583427,0.07985253524,0.07795620481,0.09496621235,,0.1078236286,2015,7,9
2015-08-05,1,0.179973699,0.1493190139,0.1455528212,0.1159931415,0.05571449234,0.06664580754,0.07987345934,0.07181902397,0.09486585824,,0.1156633198,2015,7,9
2015-08-06,1,0.179973699,0.1908986546,0.1860865889,0.1505212412,0.07529017696,0.08318164121,0.09796492666,0.09739454973,0.1133326961,,0.1157939218,2015,7,9
2015-08-07,1,0.179973699,0.1784007237,0.1739028838,0.1400790335,0.06923182402,0.0718839345,0.08760863131,0.08513074862,0.1032009083,,0.1101388766,2015,7,9
2015-08-10,1,0.179973699,0.140089204,0.1365553496,0.1084153344,0.05159213587,0.06174605056,0.07472259517,0.06703338646,0.08955029001,,0.1119607824,2015,7,9
2015-08-11,1,0.179973699,0.1889302499,0.1841676659,0.148873144,0.07432594323,0.08675996345,0.1008782988,0.08898690618,0.1161388766,,0.1169014377,2015,7,9
2015-08-12,1,0.179973699,0.1856451032,0.1809651083,0.1461254329,0.07272508644,0.09815740053,0.1104702187,0.1021688742,0.1254290349,,0.1334191734,2015,7,9
2015-08-13,1,0.179973699,0.1816962644,0.1771155551,0.1428273936,0.07081465713,0.07822347065,0.09301834122,0.08825117201,0.1084199934,,0.1194208839,2015,7,9
2015-08-14,1,0.179973699,0.1598963236,0.1558639496,0.1247176679,0.06053772346,0.06262955179,0.07723250846,0.07680214838,0.09238556494,,0.1124665069,2015,7,9
2015-08-17,1,0.179973699,0.1661801012,0.1619896335,0.1299204142,0.06345340754,0.0762907667,0.08899903282,0.08685662437,0.103902983,,0.1221916492,2015,7,9
2015-08-18,1,0.179973699,0.1915543153,0.1867257683,0.1510704933,0.07561219396,0.07317707723,0.08765290836,0.08631082144,0.1026659598,,0.1100094046,2015,7,9
2015-08-19,1,0.179973699,0.2385164884,0.2325084086,0.190761479,0.09978683187,0.1057349326,0.119925651,0.1173971175,0.1346171441,,0.1169938427,2015,7,9
2015-08-20,1,0.179973699,0.3502731256,0.3414671604,0.2876663285,0.1668185816,0.178462935,0.1917178567,0.1882041636,0.202827998,,0.1429527533,2015,7,9
2015-08-21,1,0.179973699,0.5292157476,0.5159731155,0.4489470932,0.3082743734,0.3001565453,0.3106282057,0.3134564426,0.3108440352,,0.1766066155,2015,7,9
2015-08-24,0,0.179973699,0.6716266608,0.6549365161,0.5824562076,0.4609680783,0.5481947081,0.5345369678,0.4943777265,0.5097476146,,0.3639463621,2015,7,9
2015-08-25,0,0.179973699,0.6288920258,0.6132232294,0.5418784791,0.4106576405,0.4859914731,0.4891970224,0.4594409975,0.4723688886,,0.3525169331,2015,7,9
2015-08-26,0,0.179973699,0.5622208877,0.5481696919,0.4794671193,0.3400260686,0.4506903593,0.4375538677,0.3929791338,0.4224066839,,0.3654979236,2015,7,9
2015-08-27,0,0.179973699,0.4979003787,0.4854285005,0.4202121835,0.2799441355,0.3805898218,0.3669572587,0.3296247225,0.3583818743,,0.3452584695,2015,7,9
2015-08-28,1,0.179973699,0.4970419871,0.4845912793,0.4194275523,0.2791910998,0.3306379562,0.3285373603,0.3027660788,0.3253034819,,0.3109665273,2015,7,9
2015-08-31,0,0.179973699,0.5352873227,0.5218956353,0.4545433314,0.3139657712,0.335452275,0.338369687,0.314740047,0.3347459754,,0.2707401684,2015,7,9
2015-09-01,0,0.179973699,0.5764127452,0.5620152754,0.4926656085,0.3543095257,0.4119275756,0.4155812603,0.3655864929,0.4054716414,,0.2984778096,2015,7,9
2015-09-02,0,0.179973699,0.4977289031,0.4852612538,0.4200554296,0.279793608,0.3353877565,0.3416897098,0.2969056929,0.3393989939,,0.2702198827,2015,7,9
2015-09-03,0,0.179973699,0.4893796876,0.4771180489,0.4124308031,0.2725233533,0.3052677865,0.3171945664,0.2900862273,0.318108267,,0.2526924722,2015,7,9
2015-09-04,0,0.179973699,0.525662134,0.5125068028,0.4456754645,0.3049737744,0.3450202307,0.3579185828,0.3071424857,0.3553438293,,0.2679210261,2015,7,9
2015-09-08,0,0.179973699,0.4765921103,0.4646463724,0.4007825447,0.2616091635,0.330199779,0.3312793814,0.2734303735,0.3289989017,,0.2799390695,2015,7,9
2015-09-09,0,0.179973699,0.5001205345,0.4875939109,0.4222423118,0.2818975038,0.323745049,0.3339470418,0.3172750229,0.3330500886,,0.2609097489,2015,7,9
2015-09-10,0,0.179973699,0.4666920476,0.454991174,0.3917890947,0.2533391372,0.2816584354,0.2960905405,0.2808327849,0.2995047732,,0.2427953666,2015,7,9
2015-09-11,0,0.179973699,0.4437034024,0.4325720399,0.3709885299,0.2347218387,0.2550350499,0.2714110065,0.2587478671,0.2773572442,,0.2324774839,2015,7,9
2015-09-14,0,0.179973699,0.4644070939,0.4527627705,0.389716436,0.2514522932,0.2414802957,0.2629100467,0.2588087586,0.2702139978,,0.2132479548,2015,7,9
2015-09-15,0,0.179973699,0.4300100496,0.4192184843,0.3586538174,0.224009737,0.2443162709,0.2581624928,0.2557088038,0.2645905244,,0.2153536478,2015,7,9
2015-09-16,1,0.179973699,0.4039122639,0.3937693584,0.3352608055,0.2043420405,0.2034406674,0.2201802757,0.2211148713,0.229920702,,0.1906456316,2015,7,9
2015-09-17,1,0.179973699,0.3991110576,0.3890876256,0.3309738227,0.2008275526,0.2345226001,0.245969094,0.2362437181,0.2531242321,,0.2126649913,2015,7,9
2015-09-18,0,0.179973699,0.424465536,0.4138116678,0.3536712325,0.2197502484,0.2835959214,0.2933644524,0.2602751884,0.2967310063,,0.2482699291,2015,7,9
2015-09-21,0,0.179973699,0.3754085792,0.3659755443,0.3098866766,0.1839333715,0.2302269392,0.2458138399,0.2241045309,0.2544243133,,0.2345133543,2015,7,9
2015-09-22,0,0.179973699,0.4278877459,0.4171488803,0.3567458001,0.2223740609,0.2773514507,0.2920154858,0.2461026888,0.2965432015,,0.2496208389,2015,7,9
2015-09-23,0,0.179973699,0.421227278,0.4106538601,0.3507643276,0.2172829676,0.2354681822,0.2583405525,0.2402772326,0.2671080407,,0.2261784451,2015,7,9
2015-09-24,0,0.179973699,0.4491514372,0.4378849967,0.3759075193,0.239061184,0.2659503147,0.2861743396,0.2597107968,0.2919743283,,0.2155992414,2015,7,9
2015-09-25,0,0.179973699,0.4521404965,0.440799974,0.3786090923,0.2414609672,0.2598547158,0.2813706788,0.2588291677,0.2877380417,,0.2011978009,2015,7,9
2015-09-28,0,0.179973699,0.5230057065,0.5099156638,0.4432316468,0.3025210685,0.2834491714,0.3156835143,0.3187230269,0.3208052483,,0.1908451153,2015,7,9
