date,sigma_ewma,sigma_har_fc,state,mult,w_vol,w_target,w_exec,reason,ret_rule,ret_bh,dd_rule,w_S-10bp,w_S-HAR,w_S-VT12.5,w_S-VT14,w_S-VT15,w_S-VT7.5,w_S-daily,w_S-grid,w_S-grid-min,w_S-lag,w_S-mild,w_S-monthly,w_S-noesc,w_S-nofloor,w_S-volonly
2003-01-02,0.2438895494,0.2032629717,normal,1,0.4100216686,0.4100216686,0.4,init,,,,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.5,0.5,,0.4,0.4,0.4,0.4,0.4
2003-01-03,0.2367608258,0.1729362216,normal,1,0.4223671702,0.4223671702,0.4,hold,0.00122988071,0.003074701774,0,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-06,0.2393892987,0.1891990385,normal,1,0.4177296168,0.4177296168,0.4,hold,0.007049590898,0.01762397724,0,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-07,0.2322962284,0.1773662685,normal,1,0.4304848198,0.4304848198,0.4,hold,-0.0009893948098,-0.002473487025,-0.0009893948098,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-08,0.2322231197,0.1806929533,normal,1,0.4306203453,0.4306203453,0.4,hold,-0.005780363393,-0.01445090848,-0.006764039142,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-09,0.2329941453,0.1778926043,normal,1,0.429195334,0.429195334,0.4,hold,0.006215077456,0.01553769364,-0.0005910007131,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-10,0.2261382816,0.1876430682,normal,1,0.4422073046,0.4422073046,0.4,hold,0.001077533171,0.002693832928,0,0.4,0.5,0.5,0.5,0.6,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-13,0.2192527799,0.180767516,normal,1,0.4560945593,0.4560945593,0.4,hold,-0.0001288898223,-0.0003222245559,-0.0001288898223,0.4,0.5,0.5,0.5,0.6,0.3,0.45,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-14,0.212941838,0.1799814888,normal,1,0.4696118006,0.4696118006,0.4,hold,0.001290000074,0.003225000185,0,0.4,0.5,0.5,0.5,0.6,0.3,0.45,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-15,0.2100954189,0.1794186256,normal,1,0.4759742051,0.4759742051,0.4,hold,-0.003985971231,-0.009964928077,-0.003985971231,0.4,0.5,0.5,0.5,0.6,0.3,0.45,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-16,0.2043244688,0.1785744096,normal,1,0.4894176434,0.4894176434,0.4,hold,-0.001645107428,-0.004112768569,-0.005624521307,0.4,0.5,0.5,0.75,0.6,0.3,0.45,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-17,0.2063871913,0.1989419466,normal,1,0.4845261925,0.4845261925,0.4,hold,-0.005911707553,-0.01477926888,-0.01150297834,0.4,0.5,0.6,0.75,0.75,0.3,0.45,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
2003-01-21,0.2091769191,0.1871785847,caution,0.5,0.4780642169,0.25,0.25,escalation,-0.006295633126,-0.01555274927,-0.01772619293,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.4,0.35,0.25,0.4,0.25,0.4
2003-01-22,0.2082565164,0.19738305,caution,0.5,0.4801770516,0.25,0.25,hold,-0.003025192228,-0.01210076891,-0.02069776002,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.4,0.25,0.4
2003-01-23,0.2033030126,0.195203598,caution,0.5,0.4918766265,0.25,0.25,hold,0.001530982438,0.00612392975,-0.01919846549,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.4,0.25,0.4
2003-01-24,0.2226280285,0.1973888423,caution,0.5,0.4491797403,0.25,0.25,hold,-0.006566189621,-0.02626475848,-0.02563859434,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-01-27,0.2223734468,0.2105283927,caution,0.5,0.4496939786,0.25,0.25,hold,-0.003415089925,-0.0136603597,-0.02896612616,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-01-28,0.2174937738,0.1998161283,caution,0.5,0.4597832768,0.25,0.25,hold,0.001848534661,0.007394138645,-0.02717113639,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-01-29,0.2128988049,0.2154735711,caution,0.5,0.4697067231,0.25,0.25,hold,0.001893202044,0.007572808175,-0.0253293748,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-01-30,0.2265142763,0.2042984757,caution,0.5,0.4414732777,0.25,0.25,hold,-0.005926302208,-0.02370520883,-0.03110556747,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-01-31,0.2318604679,0.2003548263,caution,0.5,0.4312938765,0.25,0.25,hold,0.004826693375,0.0193067735,-0.02642901113,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-03,0.2249279945,0.1837388275,caution,0.5,0.4445867231,0.25,0.25,hold,0.0004938404717,0.001975361887,-0.02594822238,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-04,0.2214520134,0.2032602159,caution,0.5,0.4515650973,0.25,0.25,hold,-0.002464472366,-0.009857889463,-0.02834874607,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-05,0.2160664996,0.203157926,caution,0.5,0.462820475,0.25,0.25,hold,-0.001551796557,-0.006207186228,-0.02985655114,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-06,0.2102884681,0.1960301939,caution,0.5,0.4755372509,0.25,0.25,hold,-0.00117851248,-0.00471404992,-0.0309998773,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-07,0.2093921665,0.2034026713,caution,0.5,0.4775727844,0.25,0.25,hold,-0.003049259503,-0.01219703801,-0.03395461013,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-10,0.2048546912,0.2024086974,caution,0.5,0.4881508907,0.25,0.25,hold,0.001768217298,0.007072869191,-0.03224643196,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-11,0.2004324799,0.2107089669,caution,0.5,0.4989211332,0.25,0.25,hold,-0.001725947484,-0.006903789937,-0.0339167238,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-12,0.2041259568,0.1966755862,caution,0.5,0.4898936009,0.25,0.25,hold,-0.003985368877,-0.01594147551,-0.03776692202,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-13,0.1982601831,0.2050237983,caution,0.5,0.5043877114,0.2521938557,0.25,hold,0.0007611709216,0.003044683686,-0.03703449818,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-14,0.209804359,0.2087670166,caution,0.5,0.4766345204,0.25,0.25,hold,0.005464530454,0.02185812181,-0.03177234387,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-18,0.2144125054,0.1974131805,caution,0.5,0.4663907071,0.25,0.25,hold,0.004396853249,0.01758741299,-0.02751518896,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-19,0.2088878916,0.1944332312,caution,0.5,0.4787256899,0.25,0.25,hold,-0.001313825142,-0.005255300568,-0.02879286395,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-20,0.2062447025,0.1884929012,caution,0.5,0.4848609385,0.25,0.25,hold,-0.002494713457,-0.009978853829,-0.03121574746,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-21,0.2037288389,0.2081230138,caution,0.5,0.4908485247,0.25,0.25,hold,0.00251985876,0.01007943504,-0.02877454798,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-24,0.2074819677,0.1869979612,caution,0.5,0.4819695952,0.25,0.25,hold,-0.004050153749,-0.01620061499,-0.03270816038,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-25,0.2035307351,0.2119904023,caution,0.5,0.4913262852,0.25,0.25,hold,0.001998874688,0.007995498751,-0.03077466521,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-26,0.2054090018,0.2030839282,caution,0.5,0.4868335814,0.25,0.25,hold,-0.00364052165,-0.0145620866,-0.03430315102,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-27,0.2055900448,0.2061604196,caution,0.5,0.4864048748,0.25,0.25,hold,0.00330372243,0.01321488972,-0.03111275668,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-02-28,0.2009815158,0.1889253204,caution,0.5,0.4975581939,0.25,0.25,hold,0.001660130873,0.006640523492,-0.02950427706,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-03-03,0.1983924856,0.2045490897,caution,0.5,0.504051349,0.2520256745,0.25,hold,-0.002385242312,-0.009540969246,-0.03181914452,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-03-04,0.2022358945,0.180499552,caution,0.5,0.4944720632,0.25,0.25,hold,-0.003983715823,-0.01593486329,-0.03567610192,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-03-05,0.1987914702,0.1786809305,caution,0.5,0.5030396924,0.2515198462,0.25,hold,0.002114579413,0.008458317653,-0.03363696245,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-03-06,0.1954983854,0.1836435085,caution,0.5,0.5115131759,0.2557565879,0.25,hold,-0.002096843644,-0.008387374575,-0.03566327465,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.4
2003-03-07,0.1914124163,0.2149347572,caution,0.5,0.522432149,0.2612160745,0.25,hold,0.001721781974,0.006887127895,-0.03400289705,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-10,0.2082446392,0.2039804438,caution,0.5,0.4802044383,0.25,0.25,hold,-0.006000863373,-0.02400345349,-0.03979971369,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-11,0.2055279915,0.1999306452,caution,0.5,0.4865517309,0.25,0.25,hold,-0.002459449722,-0.00983779889,-0.04216127802,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-12,0.2009545237,0.2086802446,caution,0.5,0.4976250255,0.25,0.25,hold,0.001676561718,0.006706246873,-0.04055540228,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-13,0.2353650454,0.2273140027,caution,0.5,0.4248719254,0.25,0.25,hold,0.00863563716,0.03454254864,-0.03226998686,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-14,0.2285368844,0.2071584164,caution,0.5,0.4375661296,0.25,0.25,hold,0.0008048408919,0.003219363568,-0.03149111818,0.25,0.25,0.3,0.75,0.35,0.2,0.25,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-17,0.2522666592,0.226905808,caution,0.5,0.3964059314,0.25,0.25,hold,0.00787489247,0.03149956988,-0.02386421487,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-18,0.2456405256,0.2074455291,caution,0.5,0.4070989498,0.25,0.25,hold,0.001469150064,0.005876600257,-0.02243012492,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-19,0.2400062138,0.2074076364,caution,0.5,0.4166558791,0.25,0.25,hold,0.001918974294,0.007675897177,-0.02055419346,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-20,0.2328458929,0.2196160532,caution,0.5,0.4294686015,0.25,0.25,hold,0.000540055112,0.002160220448,-0.02002523875,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-21,0.2402254323,0.2252687072,caution,0.5,0.4162756584,0.25,0.25,hold,0.005336046878,0.02134418751,-0.01479604748,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-24,0.2674264965,0.2334760474,caution,0.5,0.3739345252,0.25,0.25,hold,-0.00830819344,-0.03323277376,-0.0229813125,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-25,0.2619138285,0.2230538493,caution,0.5,0.3818049646,0.25,0.25,hold,0.002393649094,0.009574596375,-0.0206426726,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-26,0.2546899237,0.2089893777,caution,0.5,0.3926343004,0.25,0.25,hold,-0.00125676925,-0.005027076999,-0.02187349878,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-27,0.2469507745,0.2196546328,caution,0.5,0.4049390012,0.25,0.25,hold,0.0002007868619,0.0008031474475,-0.02167710382,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-28,0.2402351867,0.2088338747,caution,0.5,0.4162587562,0.25,0.25,hold,-0.001262153632,-0.005048614527,-0.02291189762,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-03-31,0.2494703144,0.2314596062,caution,0.5,0.4008492964,0.25,0.25,hold,-0.005679736652,-0.02271894661,-0.02846150073,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-01,0.2490097485,0.2159844362,caution,0.5,0.4015907031,0.25,0.25,hold,0.003835217171,0.01534086868,-0.02473543959,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-02,0.2586752833,0.2355333572,caution,0.5,0.3865850603,0.25,0.25,hold,0.006043679093,0.02417471637,-0.01884125356,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-03,0.2514821718,0.2199148991,caution,0.5,0.3976425019,0.25,0.25,hold,-0.001191609379,-0.004766437518,-0.02001041152,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-04,0.2449023026,0.2211473955,caution,0.5,0.4083260914,0.25,0.25,hold,0.00148235178,0.005929407118,-0.01855772221,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-07,0.2375600257,0.2559077187,caution,0.5,0.4209462418,0.25,0.25,hold,-0.0004817599625,-0.00192703985,-0.01903054181,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-08,0.230405885,0.2187680739,caution,0.5,0.434016692,0.25,0.25,hold,0.0003976448465,0.001590579386,-0.01864046436,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-09,0.2292433985,0.2338247867,caution,0.5,0.4362175776,0.25,0.25,hold,-0.003288416207,-0.01315366483,-0.02186758296,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-10,0.2232862499,0.2356740927,caution,0.5,0.4478556116,0.25,0.25,hold,0.001378766678,0.005515066711,-0.02051896658,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-11,0.2170767568,0.2368900813,caution,0.5,0.4606665471,0.25,0.25,hold,-0.001028522313,-0.004114089251,-0.02152638468,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-14,0.2249773738,0.2158667247,caution,0.5,0.4444891426,0.25,0.25,hold,0.005163737716,0.02065495087,-0.01647380356,0.25,0.25,0.3,0.5,0.35,0.2,0.2,0.5,0.5,0.25,0.35,0.25,0.2,0.25,0.5
2003-04-15,0.2210927619,0.2069169938,normal,1,0.4522988412,0.4522988412,0.25,hold,0.002332568463,0.009330273854,-0.01417966138,0.25,0.25,0.3,0.5,0.35,0.2,0.45,0.5,0.5,0.25,0.45,0.45,0.2,0.25,0.5
2003-04-16,0.2245354567,0.2063170499,normal,1,0.4453639594,0.4453639594,0.25,hold,-0.00426038676,-0.01704154704,-0.01837963729,0.25,0.25,0.3,0.5,0.35,0.2,0.45,0.5,0.5,0.25,0.45,0.45,0.2,0.25,0.5
2003-04-17,0.2251092194,0.1942230012,normal,1,0.4442288072,0.4442288072,0.45,weekly,0.003610710691,0.0148443272,-0.01483529016,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.25,0.45,0.45,0.45,0.45,0.5
2003-04-21,0.2182864228,0.1900491405,normal,1,0.4581136964,0.4581136964,0.45,hold,0.0004521774946,0.001004838877,-0.01438982085,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-04-22,0.2237489992,0.2032799835,normal,1,0.4469293733,0.4469293733,0.45,hold,0.00848303956,0.01885119902,-0.006028850704,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-04-23,0.2198337578,0.1880019993,normal,1,0.4548891899,0.4548891899,0.45,hold,0.00413836275,0.009196361666,-0.001915437526,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-04-24,0.2159502764,0.1910094807,normal,1,0.4630695625,0.4630695625,0.45,hold,-0.004003105072,-0.008895789048,-0.0059108749,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-04-25,0.2148918395,0.1851699023,normal,1,0.465350384,0.465350384,0.45,hold,-0.005565896542,-0.01236865898,-0.01144387212,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-04-28,0.2187475969,0.193746495,normal,1,0.4571478791,0.4571478791,0.45,hold,0.007780160711,0.01728924602,-0.003752746577,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-04-29,0.2125149361,0.1881598848,normal,1,0.4705551612,0.4705551612,0.45,hold,0.001568763673,0.003486141495,-0.002189870077,0.45,0.5,0.55,0.5,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-04-30,0.2062141329,0.184213428,normal,1,0.4849328152,0.4849328152,0.45,hold,-0.0009769991975,-0.002171109328,-0.003164729773,0.45,0.5,0.55,0.75,0.65,0.35,0.45,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-01,0.1999324697,0.2012430424,normal,1,0.5001688828,0.5001688828,0.45,hold,-4.908873944e-05,-0.0001090860876,-0.00321366316,0.45,0.5,0.55,0.75,0.65,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-02,0.2015043508,0.1930102589,normal,1,0.4962672001,0.4962672001,0.45,hold,0.006414924305,0.01425538735,0,0.45,0.5,0.55,0.75,0.65,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-05,0.1955103084,0.1863586177,normal,1,0.5114819818,0.5114819818,0.45,hold,-0.0008691771878,-0.001931504862,-0.0008691771878,0.45,0.5,0.55,0.75,0.65,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-06,0.1930567805,0.1819426548,normal,1,0.517982325,0.517982325,0.45,hold,0.004256479916,0.009458844258,0,0.45,0.5,0.55,0.75,0.65,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-07,0.188416524,0.1857629896,normal,1,0.5307390132,0.5307390132,0.45,hold,-0.00249161513,-0.005536922511,-0.00249161513,0.45,0.5,0.55,0.75,0.65,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-08,0.1868638329,0.1764690576,normal,1,0.5351490358,0.5351490358,0.45,hold,-0.00452935563,-0.01006523473,-0.00700968535,0.45,0.5,0.55,0.75,0.65,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-09,0.1888961971,0.1660380763,normal,1,0.5293912822,0.5293912822,0.45,hold,0.006230390247,0.01384531166,-0.0008229681775,0.45,0.6,0.65,0.75,0.8,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-12,0.189181059,0.1704981358,normal,1,0.5285941442,0.5285941442,0.45,hold,0.00552133523,0.01226963384,0,0.45,0.6,0.65,0.75,0.8,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-13,0.1835503935,0.1619975456,normal,1,0.5448095104,0.5448095104,0.45,hold,-0.0008064064046,-0.001792014232,-0.0008064064046,0.45,0.6,0.65,0.75,0.8,0.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-14,0.1781484787,0.1647736557,normal,1,0.5613295197,0.5613295197,0.45,hold,-0.0009503452188,-0.002111878264,-0.001755985259,0.45,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-15,0.1744654136,0.1583610453,normal,1,0.5731795084,0.5731795084,0.45,hold,0.002856756425,0.006348347611,0,0.45,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.5
2003-05-16,0.169435439,0.1600208599,normal,1,0.5901953015,0.5901953015,0.6,weekly,-0.001210194802,-0.002522844329,-0.001210194802,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.45,0.45,0.45,0.6,0.6,0.5
2003-05-19,0.1883174519,0.1732312077,normal,1,0.5310182301,0.5310182301,0.6,hold,-0.01404041948,-0.02340069914,-0.01523362264,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-20,0.1827549673,0.1710889589,normal,1,0.5471807496,0.5471807496,0.6,hold,-0.001230490538,-0.002050817564,-0.01644536835,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-21,0.177367242,0.1624920713,normal,1,0.5638019674,0.5638019674,0.6,hold,0.001233019236,0.00205503206,-0.01523262657,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-22,0.1762038374,0.1665972442,normal,1,0.56752453,0.56752453,0.6,hold,0.005957933348,0.009929888913,-0.009365448198,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-23,0.171017948,0.156196936,normal,1,0.5847339487,0.5847339487,0.6,hold,0.001218313614,0.00203052269,-0.008158544637,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-27,0.17899266,0.1770816229,normal,1,0.558682127,0.558682127,0.6,hold,0.01049454824,0.01749091373,0,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-28,0.1738875064,0.1648327532,normal,1,0.5750844444,0.5750844444,0.6,hold,0.001698296642,0.002830494404,0,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-29,0.1688969015,0.1752414015,normal,1,0.5920771731,0.5920771731,0.6,hold,-0.00156783088,-0.002613051466,-0.00156783088,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.45,0.45,0.6,0.6,0.5
2003-05-30,0.1750445818,0.1712383653,normal,1,0.5712830353,0.5712830353,0.6,hold,0.009620714668,0.01603452445,0,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.55,0.55,0.6,0.6,0.5
2003-06-02,0.1704655444,0.1838598616,normal,1,0.5866288133,0.5866288133,0.6,hold,0.002475549515,0.004125915858,0,0.6,0.6,0.65,0.75,0.8,0.35,0.55,0.5,0.5,0.6,0.55,0.55,0.6,0.6,0.5
2003-06-03,0.1660397051,0.1592243069,normal,1,0.6022655841,0.6022655841,0.6,hold,0.002465170275,0.004108617125,0,0.6,0.6,0.65,0.75,0.8,0.35,0.6,0.5,0.5,0.6,0.55,0.55,0.6,0.6,0.5
2003-06-04,0.1703418317,0.1634667539,normal,1,0.5870548592,0.5870548592,0.6,hold,0.008654886442,0.01442481074,0,0.6,0.6,0.65,0.75,0.8,0.35,0.6,0.5,0.5,0.6,0.55,0.55,0.6,0.6,0.5
2003-06-05,0.1662609176,0.1618939612,normal,1,0.6014642615,0.6014642615,0.6,hold,0.002964669983,0.004941116638,0,0.6,0.6,0.65,0.75,0.8,0.35,0.6,0.5,0.5,0.6,0.55,0.55,0.6,0.6,0.5
