asof,recorded_at_utc,variant,state_fang,state_macd,state_fg,state_vix,state_ma,state_eod,state_lead,state_btc,score_d,score_w,score_m,overall_d,overall_w,overall_m,tone,spy_close,vix_close,prob_dd5_20,run_id,y_sign_20,y_sign_60,y_dd5_20,fwd_ret_20,fwd_ret_60,p2_p_m1,p2_p_m2,p2_p_vix,p2_p_vix_bgk,p2_clim,p2_lo,p2_hi,p2_band_src,p2_x_vix,p2_x_har,p2_x_ma,p2_har_vol_20,p2_har_fc_20,p2_r,p2_state,p2_days_in_state,p2_tone_model,p2_deploy_mode,p2_d_vix,p2_d_har,p2_d_ma,p2_d_refit,p2_input_missing,p2_model_id,p2_p_m3,p2_prob_model_id,p3_sigma_ewma,p3_sigma_har_fc,p3_sigma_target,p3_d_max,p3_w_vol,p3_state_mult,p3_w_target,p3_w_exec,p3_w_reason,p3_next_check,p3_sigma_down,p3_sigma_up,p3_deploy_sizing,p3_hmm_p_high,p3_hmm_p20,p3_hmm_q20,p3_x_hmm,p3_p_h,p3_hmm_theta_id,p3_hmm_gauge,p3_members,p3_lo,p3_hi,p3_band_src,p3_disagree_flag,p3_range_vix_lo,p3_range_vix_hi,p3_range_har_lo,p3_range_har_hi,p3_scen_bin,p3_dd_from_ath,p3_kill_state,p3_kill_n_ep,p3_kill_months,p3_deploy_mode,p3_effective_mode,p3_alarms,p3_registry_sha,p3_sizing_sha,p3_input_missing,p3_run_id,fwd_maxdd_20,rv20_realized,ret20_in_vix80,ret20_in_har80,rule_ret_20,bh_ret_20,p3_rule_dd,tone_faithful,market_status
2026-09-04,2026-09-07T22:38:21Z,completed,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.676471,0.500000,0.600000,GREEN,GREEN,GREEN,hold,770.190002,14.530000,0.083596,daily-20260907T223821Z,,,,,,0.100548,0.079941,0.215608,0.171316,0.171395,0.047005,0.207420,calib,-1.291447,-0.703825,0.078502,0.071878,0.089616,0.487736,normal,1.000000,,info_only,0.002219,-0.009286,0.000925,0.000000,,p2m3-6f786d9f-2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,holiday
