date,state_fang,state_macd,state_fg,state_vix,state_ma,state_eod,state_lead,state_btc,score_d,score_w,score_m,trend_d,trend_w,trend_m,overall_d,overall_w,overall_m,tone,verdict_ko,n_watch_avail,fg_avail,eod_avail,n_leaders,spy_close,vix_close
2024-04-23,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.200000,-0.266667,1.000000,1,-1,0,R2G,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,5,492.367889,15.690000
2024-04-24,G2R,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.464706,-0.266667,1.000000,1,1,0,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,27,True,True,5,492.134216,15.970000
2024-04-25,G2R,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.464706,-0.400000,1.000000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,27,True,True,6,490.264648,15.370000
2024-04-26,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.558824,-0.266667,1.000000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,27,True,True,5,494.909363,15.030000
2024-04-29,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.500000,-0.400000,1.000000,0,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,27,True,True,7,496.662048,14.670000
2024-04-30,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.000000,-0.400000,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,4,488.794342,15.650000
2024-05-01,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.141176,-0.400000,-0.100000,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,4,487.207123,15.390000
2024-05-02,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.235294,-0.400000,0.166667,-1,0,-1,G2R,AMBER,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,6,491.764221,14.680000
2024-05-03,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,AMBER,0.552941,-0.266667,0.500000,1,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,4,497.859741,13.490000
2024-05-06,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.647059,-0.266667,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,10,503.001068,13.490000
2024-05-07,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,-0.266667,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,7,503.556122,13.230000
2024-05-08,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,-0.266667,0.277778,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,8,503.604767,13.000000
2024-05-09,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,-0.400000,0.500000,1,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,7,506.506500,12.690000
2024-05-10,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,-0.400000,0.277778,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,7,507.158966,12.550000
2024-05-13,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.505882,0.611111,0.500000,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,11,507.227020,13.600000
2024-05-14,AMBER,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,AMBER,0.623529,0.500000,1.000000,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,13,509.554291,13.420000
2024-05-15,AMBER,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.741176,0.833333,1.000000,0,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,13,515.864136,12.450000
2024-05-16,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.882353,0.833333,1.000000,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,13,514.802673,12.420000
2024-05-17,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.882353,0.833333,1.000000,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,15,515.542786,11.990000
2024-05-20,GREEN,G2R,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.617647,0.833333,1.000000,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,14,516.136658,12.150000
2024-05-21,GREEN,G2R,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.617647,0.833333,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,13,517.402588,11.860000
2024-05-22,GREEN,G2R,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.617647,0.833333,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,14,515.912842,12.290000
2024-05-23,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.500000,0.833333,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,10,512.144531,12.770000
2024-05-24,GREEN,G2R,AMBER,GREEN,GREEN,GREEN,GREEN,GREEN,0.617647,0.833333,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,11,515.533081,11.930000
2024-05-28,GREEN,G2R,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,0.617647,0.833333,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,13,515.893372,12.920000
2024-05-29,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.382353,0.333333,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,13,512.280762,14.280000
2024-05-30,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.411765,0.333333,0.500000,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,11,508.882477,14.470000
2024-05-31,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.294118,0.333333,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,10,513.517395,12.920000
2024-06-03,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.294118,0.333333,0.666667,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,8,513.936096,13.110000
2024-06-04,GREEN,RED,AMBER,GREEN,GREEN,GREEN,GREEN,GREEN,0.529412,0.333333,0.777778,1,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,8,514.510681,13.160000
2024-06-05,GREEN,RED,AMBER,GREEN,GREEN,GREEN,GREEN,GREEN,0.529412,0.333333,0.777778,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,27,True,True,10,520.625610,12.630000
2024-06-06,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,0.333333,0.777778,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,27,True,True,10,520.615906,12.580000
2024-06-07,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,0.333333,0.777778,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,27,True,True,9,519.982971,12.220000
2024-06-10,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,0.833333,0.777778,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,7,521.589722,12.740000
2024-06-11,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.833333,0.666667,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,9,522.845764,12.850000
2024-06-12,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,1.000000,0.666667,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,9,527.139954,12.040000
2024-06-13,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.777778,0.666667,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,8,528.201294,11.940000
2024-06-14,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.777778,0.666667,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,10,528.522583,12.660000
2024-06-17,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.777778,0.666667,0,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,11,532.729187,12.750000
2024-06-18,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.666667,0.666667,0,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,10,534.082581,12.300000
2024-06-20,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.647059,0.666667,0.666667,0,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,8,532.631775,13.280000
2024-06-21,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.505882,0.666667,0.666667,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,8,531.917786,13.200000
2024-06-24,G2R,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.111765,0.666667,0.666667,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,7,530.188599,13.330000
2024-06-25,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.182353,0.666667,0.666667,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,7,532.230225,12.840000
2024-06-26,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.182353,0.666667,0.666667,-1,0,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,7,532.894592,12.550000
2024-06-27,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.182353,0.666667,0.666667,0,0,-1,AMBER,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,9,533.734680,12.240000
2024-06-28,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.094118,0.666667,0.666667,-1,0,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,11,531.634399,12.440000
2024-07-01,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.411765,0.666667,1.000000,1,0,1,R2G,GREEN,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,27,True,True,12,532.728455,12.220000
2024-07-02,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.411765,0.666667,1.000000,1,0,0,R2G,GREEN,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,27,True,True,10,536.313599,12.030000
2024-07-03,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.333333,0.666667,0.777778,1,0,1,R2G,GREEN,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,27,True,False,13,538.706970,12.090000
2024-07-05,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.666667,0.666667,1,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,11,541.813477,12.480000
2024-07-08,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.666667,0.666667,1,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,12,542.438721,12.370000
2024-07-09,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.666667,0.666667,1,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,14,542.966125,12.510000
2024-07-10,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,G2R,0.705882,0.666667,0.666667,0,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,13,548.338928,12.850000
2024-07-11,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.623529,0.400000,0.666667,0,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,12,543.610901,12.920000
2024-07-12,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.552941,0.266667,0.666667,0,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,10,547.039734,12.460000
2024-07-15,G2R,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.670588,0.733333,1.000000,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,9,548.544128,13.120000
2024-07-16,G2R,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.670588,0.600000,1.000000,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,10,551.797058,13.190000
2024-07-17,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.552941,0.600000,1.000000,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,9,544.060303,14.480000
2024-07-18,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.200000,0.377778,1.000000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,27,True,True,8,539.879272,15.930000
2024-07-19,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.200000,0.600000,1.000000,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,7,536.294067,16.520000
2024-07-22,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.270588,0.100000,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,7,541.823303,14.910000
2024-07-23,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.270588,0.100000,1.000000,0,-1,1,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,7,540.973389,14.720000
2024-07-24,AMBER,RED,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.176471,-0.333333,0.822222,0,-1,1,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,9,528.713501,18.040001
2024-07-25,G2R,RED,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.105882,-0.333333,0.822222,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,10,525.958740,18.459999
2024-07-26,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.200000,0.100000,1.000000,0,-1,1,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,9,531.849243,16.389999
2024-07-29,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.082353,-0.066667,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,9,532.161987,16.600000
2024-07-30,G2R,R2G,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.370588,-0.333333,0.822222,1,-1,1,R2G,G2R,GREEN,reduce,조정이 올 수 있음,27,True,True,8,529.465759,17.690001
2024-07-31,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.417647,-0.066667,1.000000,1,1,0,R2G,R2G,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,27,True,True,7,538.071960,16.360001
2024-08-01,AMBER,R2G,AMBER,AMBER,GREEN,AMBER,GREEN,AMBER,0.323529,-0.333333,0.133333,1,0,-1,R2G,AMBER,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,6,530.452454,18.590000
2024-08-02,AMBER,RED,AMBER,G2R,GREEN,GREEN,GREEN,G2R,0.070588,-0.333333,0.133333,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,6,520.576233,23.389999
2024-08-05,AMBER,RED,AMBER,RED,AMBER,GREEN,GREEN,G2R,-0.117647,-0.755556,-0.088889,-1,-1,-1,G2R,RED,G2R,reduce,시장 전체가 내리막,27,True,True,5,505.415131,38.570000
2024-08-06,GREEN,RED,RED,G2R,GREEN,AMBER,GREEN,G2R,-0.023529,-0.666667,0.133333,-1,-1,-1,G2R,RED,G2R,reduce,시장 전체가 내리막,27,True,True,7,510.074829,27.709999
2024-08-07,G2R,RED,RED,G2R,AMBER,AMBER,GREEN,G2R,-0.376471,-0.666667,0.000000,-1,-1,-1,G2R,RED,G2R,reduce,시장 전체가 내리막,27,True,True,7,506.665497,27.850000
2024-08-08,AMBER,RED,R2G,G2R,GREEN,AMBER,GREEN,G2R,0.011765,-0.333333,0.133333,0,0,-1,AMBER,AMBER,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,8,518.378174,23.790001
2024-08-09,GREEN,RED,R2G,AMBER,GREEN,AMBER,GREEN,AMBER,0.258824,-0.333333,0.133333,1,0,-1,R2G,AMBER,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,8,520.664062,20.370001
2024-08-12,GREEN,R2G,RED,AMBER,GREEN,AMBER,GREEN,GREEN,0.464706,-0.533333,0.400000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,6,520.937683,20.709999
2024-08-13,GREEN,R2G,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.582353,-0.177778,0.400000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,5,529.504822,18.120001
2024-08-14,GREEN,GREEN,AMBER,GREEN,GREEN,GREEN,GREEN,GREEN,0.882353,0.000000,0.666667,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,5,531.175232,16.190001
2024-08-15,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.000000,0.666667,0,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,5,540.279724,15.230000
2024-08-16,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.588235,0.000000,0.666667,0,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,8,541.491089,14.800000
2024-08-19,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,0.500000,0.666667,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,7,546.668518,14.650000
2024-08-20,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,AMBER,0.552941,0.500000,0.666667,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,4,545.779541,15.880000
2024-08-21,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,0.500000,0.666667,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,7,547.655029,16.270000
2024-08-22,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.529412,0.322222,0.400000,-1,1,-1,G2R,R2G,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,8,543.356873,17.549999
2024-08-23,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,0.500000,0.666667,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,27,True,True,7,549.130249,15.860000
2024-08-26,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.358824,0.833333,0.666667,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,9,547.821167,16.150000
2024-08-27,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.358824,0.500000,0.666667,-1,0,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,7,548.573364,15.430000
2024-08-28,G2R,G2R,AMBER,AMBER,GREEN,AMBER,GREEN,G2R,0.017647,0.322222,0.400000,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,7,545.388733,17.110001
2024-08-29,G2R,G2R,GREEN,GREEN,GREEN,AMBER,GREEN,AMBER,0.288235,0.500000,0.666667,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,9,545.437561,15.650000
2024-08-30,G2R,G2R,GREEN,GREEN,GREEN,AMBER,GREEN,G2R,0.229412,0.500000,0.666667,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,11,550.644348,15.000000
2024-09-03,G2R,G2R,GREEN,G2R,GREEN,AMBER,GREEN,G2R,0.088235,-0.444444,0.000000,0,-1,-1,AMBER,G2R,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,8,539.312500,20.719999
2024-09-04,G2R,RED,GREEN,G2R,GREEN,AMBER,GREEN,AMBER,0.058824,-0.444444,0.000000,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,27,True,True,8,538.208801,21.320000
2024-09-05,G2R,RED,AMBER,AMBER,GREEN,AMBER,GREEN,G2R,-0.070588,-0.444444,0.000000,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,11,536.899719,19.900000
2024-09-06,G2R,RED,AMBER,G2R,GREEN,AMBER,GREEN,G2R,-0.117647,-0.577778,0.000000,-1,-1,0,G2R,RED,AMBER,reduce,나쁜 쪽에 가까움,27,True,True,5,527.863708,22.379999
2024-09-09,G2R,RED,AMBER,G2R,GREEN,AMBER,GREEN,G2R,-0.117647,-0.666667,0.000000,0,-1,-1,AMBER,RED,G2R,reduce,나쁜 쪽에 가까움,27,True,True,7,533.773743,19.450001
2024-09-10,GREEN,RED,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.317647,-0.555556,0.000000,1,-1,-1,R2G,RED,G2R,caution,바닥 신호가 살짝 보임,27,True,True,9,536.098694,19.080000
2024-09-11,GREEN,RED,AMBER,AMBER,GREEN,AMBER,GREEN,AMBER,0.200000,-0.466667,0.000000,1,0,-1,R2G,RED,G2R,caution,바닥 신호가 살짝 보임,27,True,True,8,541.598450,17.690001
2024-09-12,GREEN,R2G,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.582353,-0.466667,0.000000,1,0,-1,GREEN,RED,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,8,546.160522,17.070000
2024-09-13,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.764706,-0.066667,0.266667,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,9,549.013000,16.559999
2024-09-16,GREEN,GREEN,AMBER,AMBER,GREEN,AMBER,GREEN,GREEN,0.670588,-0.077778,0.000000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,6,549.823853,17.139999
2024-09-17,GREEN,GREEN,GREEN,AMBER,GREEN,AMBER,GREEN,GREEN,0.788235,-0.077778,0.000000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,27,True,True,7,550.048462,17.610001
2024-09-18,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,GREEN,GREEN,0.647059,-0.077778,0.111111,-1,1,-1,G2R,R2G,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,7,548.417175,18.230000
2024-09-19,AMBER,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.741176,0.211111,0.600000,0,1,0,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,27,True,True,7,557.775513,16.330000
2024-09-20,AMBER,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.741176,0.211111,0.600000,0,1,0,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,27,True,True,11,556.811279,16.150000
2024-09-23,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.882353,1.000000,0.600000,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,8,558.202698,15.890000
2024-09-24,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.882353,1.000000,0.600000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,10,559.799927,15.390000
2024-09-25,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.882353,1.000000,0.600000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,9,558.565247,15.410000
2024-09-26,GREEN,GREEN,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.882353,1.000000,0.600000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,27,True,True,13,560.779846,15.370000
2024-09-27,GREEN,G2R,GREEN,GREEN,GREEN,AMBER,GREEN,GREEN,0.617647,1.000000,0.600000,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,12,559.966492,16.959999
2024-09-30,GREEN,G2R,GREEN,GREEN,GREEN,AMBER,GREEN,AMBER,0.500000,1.000000,0.600000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,27,True,True,10,562.210449,16.730000
2024-10-01,AMBER,G2R,GREEN,AMBER,GREEN,AMBER,GREEN,G2R,0.205882,0.822222,-0.011111,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,12,557.173889,19.260000
2024-10-02,AMBER,G2R,GREEN,AMBER,GREEN,AMBER,GREEN,G2R,0.205882,0.822222,-0.011111,-1,-1,0,G2R,G2R,AMBER,neutral,방향이 뚜렷하지 않음,27,True,True,13,557.409119,18.900000
2024-10-03,GREEN,RED,GREEN,G2R,GREEN,AMBER,GREEN,G2R,0.211765,0.822222,-0.100000,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,27,True,True,14,556.390015,20.490000
2024-10-04,GREEN,RED,GREEN,AMBER,GREEN,AMBER,GREEN,G2R,0.258824,0.822222,-0.011111,0,-1,0,AMBER,G2R,AMBER,neutral,방향이 뚜렷하지 않음,27,True,True,15,561.446106,19.209999
2024-10-07,GREEN,RED,GREEN,G2R,GREEN,AMBER,GREEN,AMBER,0.270588,0.733333,-0.100000,0,-1,-1,AMBER,G2R,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,16,556.370422,22.639999
2024-10-08,GREEN,RED,GREEN,AMBER,GREEN,AMBER,GREEN,GREEN,0.435294,0.733333,-0.100000,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,27,True,True,15,561.632263,21.420000
2024-10-09,GREEN,RED,GREEN,AMBER,GREEN,AMBER,GREEN,AMBER,0.317647,0.733333,-0.100000,0,-1,-1,AMBER,G2R,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,14,565.522400,20.860001
2024-10-10,GREEN,GREEN,GREEN,AMBER,GREEN,AMBER,GREEN,AMBER,0.670588,0.511111,-0.100000,1,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,27,True,True,16,564.532776,20.930000
